SECTION,PROC_CDE,DESCRIPTION,ADD_DATE,ACTION_DATE,TERM_DATE,ACTION_CODE
M19,L6605,"Upper extremity additions, single pivot hinge, pair",19820101,19960101,,N
M19,L6610,"Upper extremity additions, flexible metal hinge, pair",19820101,19960101,,N
M19,L6611,"Addition to upper extremity prosthesis, external powered, additional switch, any type",20070101,20070101,,N
M19,L6615,"Upper extremity addition, disconnect locking wrist unit",19860101,19860101,,N
M19,L6616,"Upper extremity addition, additional disconnect insert for locking wrist unit, each",19890101,19960101,,N
M19,L6620,"Upper extremity addition, flexion/extension wrist unit, with or without friction",19860101,20040101,,N
M19,L6621,"Upper extremity prosthesis addition, flexion/extension wrist with or without friction, for use with external powered terminal device",20060101,20060101,,N
M19,L6623,"Upper extremity addition, spring assisted rotational wrist unit with latch release",19880101,19880101,,N
M19,L6624,"Upper extremity addition, flexion/extension and rotation wrist unit",20070101,20070101,,N
M19,L6625,"Upper extremity addition, rotation wrist unit with cable lock",19860101,19860101,,N
M19,L6628,"Upper extremity addition, quick disconnect hook adapter, otto bock or equal",19880101,19880101,,N
M19,L6629,"Upper extremity addition, quick disconnect lamination collar with coupling piece, otto bock or equal",19880101,19880101,,N
M19,L6630,"Upper extremity addition, stainless steel, any wrist",19860101,19860101,,N
M19,L6632,"Upper extremity addition, latex suspension sleeve, each",19880101,19880101,,N
M19,L6635,"Upper extremity addition, lift assist for elbow",19860101,19860101,,N
M19,L6637,"Upper extremity addition, nudge control elbow lock",19880101,19880101,,N
M19,L6638,"Upper extremity addition to prosthesis, electric locking feature, only for use with manually powered elbow",20030101,20030101,,N
M19,L6640,"Upper extremity additions, shoulder abduction joint, pair",19820101,19960101,,N
M19,L6641,"Upper extremity addition, excursion amplifier, pulley type",19880101,19880101,,N
M19,L6642,"Upper extremity addition, excursion amplifier, lever type",19880101,19880101,,N
M19,L6645,"Upper extremity addition, shoulder flexion-abduction joint, each",19860101,19860101,,N
M19,L6646,"Upper extremity addition, shoulder joint, multipositional locking, flexion, adjustable abduction friction control, for use with body powered or external powered system",20030101,20030101,,N
M19,L6647,"Upper extremity addition, shoulder lock mechanism, body powered actuator",20030101,20030101,,N
M19,L6648,"Upper extremity addition, shoulder lock mechanism, external powered actuator",20030101,20030101,,N
M19,L6650,"Upper extremity addition, shoulder universal joint, each",19860101,19860101,,N
M19,L6655,"Upper extremity addition, standard control cable, extra",19860101,19860101,,N
M19,L6660,"Upper extremity addition, heavy duty control cable",19860101,19860101,,N
M19,L6665,"Upper extremity addition, teflon, or equal, cable lining",19860101,19860101,,N
M19,L6670,"Upper extremity addition, hook to hand, cable adapter",19860101,19860101,,N
M19,L6672,"Upper extremity addition, harness, chest or shoulder, saddle type",19860101,19860101,,N
M19,L6675,"Upper extremity addition, harness, (e.g., figure of eight type), single cable design",19860101,20040101,,N
M19,L6676,"Upper extremity addition, harness, (e.g., figure of eight type), dual cable design",19860101,20040101,,N
M19,L6677,"Upper extremity addition, harness, triple control, simultaneous operation of terminal device and elbow",20060101,20060101,,N
M19,L6680,"Upper extremity addition, test socket, wrist disarticulation or below elbow",19860101,19860101,,N
M19,L6682,"Upper extremity addition, test socket, elbow disarticulation or above elbow",19860101,19860101,,N
M19,L6684,"Upper extremity addition, test socket, shoulder disarticulation or interscapular thoracic",19860101,19860101,,N
M19,L6686,"Upper extremity addition, suction socket",19880101,19880101,,N
M19,L6687,"Upper extremity addition, frame type socket, below elbow or wrist disarticulation",19880101,19960101,,N
M19,L6688,"Upper extremity addition, frame type socket, above elbow or elbow disarticulation",19880101,19960101,,N
M19,L6689,"Upper extremity addition, frame type socket, shoulder disarticulation",19880101,19880101,,N
M19,L6690,"Upper extremity addition, frame type socket, interscapular-thoracic",19880101,19880101,,N
M19,L6691,"Upper extremity addition, removable insert, each",19880101,19880101,,N
M19,L6692,"Upper extremity addition, silicone gel insert or equal, each",19890101,19960101,,N
M19,L6693,"Upper extremity addition, locking elbow, forearm counterbalance",19990101,20000101,,N
M19,L6694,"Addition to upper extremity prosthesis, below elbow/above elbow, custom fabricated from existing mold or prefabricated, socket insert, silicone gel, elastomeric or equal, for use with locking mechanism",20050101,20050101,,N
M19,L6695,"Addition to upper extremity prosthesis, below elbow/above elbow, custom fabricated from existing mold or prefabricated, socket insert, silicone gel, elastomeric or equal, not for use with locking mechanism",20050101,20050101,,N
M19,L6696,"Addition to upper extremity prosthesis, below elbow/above elbow, custom fabricated socket insert for congenital or atypical traumatic amputee, silicone gel, elastomeric or equal, for use with or without locking mechanism, initial only (for other than initial, use code l6694 or l6695)",20050101,20050101,,N
M19,L6697,"Addition to upper extremity prosthesis, below elbow/above elbow, custom fabricated socket insert for other than congenital or atypical traumatic amputee, silicone gel, elastomeric or equal, for use with or without locking mechanism, initial only (for other than initial, use code l6694 or l6695)",20050101,20050101,,N
M19,L6698,"Addition to upper extremity prosthesis, below elbow/above elbow, lock mechanism, excludes socket insert",20050101,20050101,,N
M19,L6703,"Terminal device, passive hand/mitt, any material, any size",20070101,20070101,,N
M19,L6704,"Terminal device, sport/recreational/work attachment, any material, any size",20070101,20070101,,N
M19,L6706,"Terminal device, hook, mechanical, voluntary opening, any material, any size, lined or unlined",20070101,20070101,,N
M19,L6707,"Terminal device, hook, mechanical, voluntary closing, any material, any size, lined or unlined",20070101,20070101,,N
M19,L6708,"Terminal device, hand, mechanical, voluntary opening, any material, any size",20070101,20070101,,N
M19,L6709,"Terminal device, hand, mechanical, voluntary closing, any material, any size",20070101,20070101,,N
M19,L6711,"Terminal device, hook, mechanical, voluntary opening, any material, any size, lined or unlined, pediatric",20090101,20090101,,N
M19,L6712,"Terminal device, hook, mechanical, voluntary closing, any material, any size, lined or unlined, pediatric",20090101,20090101,,N
M19,L6713,"Terminal device, hand, mechanical, voluntary opening, any material, any size, pediatric",20090101,20090101,,N
M19,L6714,"Terminal device, hand, mechanical, voluntary closing, any material, any size, pediatric",20090101,20090101,,N
M19,L6715,"Terminal device, multiple articulating digit, includes motor(s), initial issue or replacement",20120101,20120101,,N
M19,L6721,"Terminal device, hook or hand, heavy duty, mechanical, voluntary opening, any material, any size, lined or unlined",20090101,20090101,,N
M19,L6722,"Terminal device, hook or hand, heavy duty, mechanical, voluntary closing, any material, any size, lined or unlined",20090101,20090101,,N
M19,L6805,"Addition to terminal device, modifier wrist unit",19850101,20070101,,N
M19,L6810,"Addition to terminal device, precision pinch device",19880101,20070101,,N
M19,L6880,"Electric hand, switch or myoelectric controlled, independently articulating digits, any grasp pattern or combination of grasp patterns, includes motor(s)",20120101,20120101,,N
M19,L6881,"Automatic grasp feature, addition to upper limb electric prosthetic terminal device",20020101,20070101,,N
M19,L6882,"Microprocessor control feature, addition to upper limb prosthetic terminal device",20020101,20020101,,N
M19,L6883,"Replacement socket, below elbow/wrist disarticulation, molded to patient model, for use with or without external power",20060101,20060101,,N
M19,L6884,"Replacement socket, above elbow/elbow disarticulation, molded to patient model, for use with or without external power",20060101,20070101,,N
M19,L6885,"Replacement socket, shoulder disarticulation/interscapular thoracic, molded to patient model, for use with or without external power",20060101,20060101,,N
M19,L6890,"Addition to upper extremity prosthesis, glove for terminal device, any material, prefabricated, includes fitting and adjustment",19860101,20050101,,N
M19,L6895,"Addition to upper extremity prosthesis, glove for terminal device, any material, custom fabricated",19860101,20050101,,N
M19,L6900,"Hand restoration (casts, shading and measurements included), partial hand, with glove, thumb or one finger remaining",19820101,19960101,,N
M19,L6905,"Hand restoration (casts, shading and measurements included), partial hand, with glove, multiple fingers remaining",19860101,19960101,,N
M19,L6910,"Hand restoration (casts, shading and measurements included), partial hand, with glove, no fingers remaining",19820101,19960101,,N
M19,L6915,"Hand restoration (shading, and measurements included), replacement glove for above",19820101,19960101,,N
M19,L6920,"Wrist disarticulation, external power, self-suspended inner socket, removable forearm shell, otto bock or equal, switch, cables, two batteries and one charger, switch control of terminal device",19880101,19960101,,N
M19,L6925,"Wrist disarticulation, external power, self-suspended inner socket, removable forearm shell, otto bock or equal electrodes, cables, two batteries and one charger, myoelectronic control of terminal device",19880101,19960101,,N
M19,L6930,"Below elbow, external power, self-suspended inner socket, removable forearm shell, otto bock or equal switch, cables, two batteries and one charger, switch control of terminal device",19880101,19960101,,N
M19,L6935,"Below elbow, external power, self-suspended inner socket, removable forearm shell, otto bock or equal electrodes, cables, two batteries and one charger, myoelectronic control of terminal device",19880101,19960101,,N
M19,L6940,"Elbow disarticulation, external power, molded inner socket, removable humeral shell, outside locking hinges, forearm, otto bock or equal switch, cables, two batteries and one charger, switch control of terminal device",19880101,19960101,,N
M19,L6945,"Elbow disarticulation, external power, molded inner socket, removable humeral shell, outside locking hinges, forearm, otto bock or equal electrodes, cables, two batteries and one charger, myoelectronic control of terminal device",19880101,19960101,,N
M19,L6950,"Above elbow, external power, molded inner socket, removable humeral shell, internal locking elbow, forearm, otto bock or equal switch, cables, two batteries and one charger, switch control of terminal device",19880101,19960101,,N
M19,L6955,"Above elbow, external power, molded inner socket, removable humeral shell, internal locking elbow, forearm, otto bock or equal electrodes, cables, two batteries and one charger, myoelectronic control of terminal device",19880101,19960101,,N
M19,L6960,"Shoulder disarticulation, external power, molded inner socket, removable shoulder shell, shoulder bulkhead, humeral section, mechanical elbow, forearm, otto bock or equal switch, cables, two batteries and one charger, switch control of terminal device",19880101,19960101,,N
M19,L6965,"Shoulder disarticulation, external power, molded inner socket, removable shoulder shell, shoulder bulkhead, humeral section, mechanical elbow, forearm, otto bock or equal electrodes, cables, two batteries and one charger, myoelectronic control of terminal device",19880101,19960101,,N
M19,L6970,"Interscapular-thoracic, external power, molded inner socket, removable shoulder shell, shoulder bulkhead, humeral section, mechanical elbow, forearm, otto bock or equal switch, cables, two batteries and one charger, switch control of terminal device",19880101,19960101,,N
M19,L6975,"Interscapular-thoracic, external power, molded inner socket, removable shoulder shell, shoulder bulkhead, humeral section, mechanical elbow, forearm, otto bock or equal electrodes, cables, two batteries and one charger, myoelectronic control of terminal device",19880101,19960101,,N
M19,L7007,"Electric hand, switch or myoelectric controlled, adult",20070101,20070101,,N
M19,L7008,"Electric hand, switch or myoelectric, controlled, pediatric",20070101,20070101,,N
M19,L7009,"Electric hook, switch or myoelectric controlled, adult",20070101,20070101,,N
M19,L7040,"Prehensile actuator, switch controlled",19880101,20070101,,N
M19,L7045,"Electric hook, switch or myoelectric controlled, pediatric",19880101,20070101,,N
M19,L7170,"Electronic elbow, hosmer or equal, switch controlled",19880101,19960101,,N
M19,L7180,"Electronic elbow, microprocessor sequential control of elbow and terminal device",19880101,20050101,,N
M19,L7181,"Electronic elbow, microprocessor simultaneous control of elbow and terminal device",20050101,20050101,,N
M19,L7185,"Electronic elbow, adolescent, variety village or equal, switch controlled",19880101,19960101,,N
M19,L7186,"Electronic elbow, child, variety village or equal, switch controlled",19890101,19960101,,N
M19,L7190,"Electronic elbow, adolescent, variety village or equal, myoelectronically controlled",19880101,19960101,,N
M19,L7191,"Electronic elbow, child, variety village or equal, myoelectronically controlled",19890101,19960101,,N
M19,L7259,"Electronic wrist rotator, any type",20150101,20150101,,N
M19,L7260,"Electronic wrist rotator, otto bock or equal",19880101,20150101,20141231,N
M19,L7261,"Electronic wrist rotator, for utah arm",19880101,20150101,20141231,N
M19,L7360,"Six volt battery, each",19880101,20080101,,N
M19,L7362,"Battery charger, six volt, each",19880101,20080101,,N
M19,L7364,"Twelve volt battery, each",19880101,20080101,,N
M19,L7366,"Battery charger, twelve volt, each",19880101,20080101,,N
M19,L7367,"Lithium ion battery, rechargeable, replacement",20030101,20150101,,N
M19,L7368,"Lithium ion battery charger, replacement only",20030101,20120101,,N
M19,L7400,"Addition to upper extremity prosthesis, below elbow/wrist disarticulation, ultralight material (titanium, carbon fiber or equal)",20060101,20060101,,N
M19,L7401,"Addition to upper extremity prosthesis, above elbow disarticulation, ultralight material (titanium, carbon fiber or equal)",20060101,20060101,,N
M19,L7402,"Addition to upper extremity prosthesis, shoulder disarticulation/interscapular thoracic, ultralight material (titanium, carbon fiber or equal)",20060101,20060101,,N
M19,L7403,"Addition to upper extremity prosthesis, below elbow/wrist disarticulation, acrylic material",20060101,20060101,,N
M19,L7404,"Addition to upper extremity prosthesis, above elbow disarticulation, acrylic material",20060101,20060101,,N
M19,L7405,"Addition to upper extremity prosthesis, shoulder disarticulation/interscapular thoracic, acrylic material",20060101,20060101,,N
M19,L7499,"Upper extremity prosthesis, not otherwise specified",19850101,19980101,,N
M19,L7510,"Repair of prosthetic device, repair or replace minor parts",19850101,20030101,,N
M19,L7520,"Repair prosthetic device, labor component, per 15 minutes",19970101,20000101,,N
M19,L7600,"Prosthetic donning sleeve, any material, each",20060101,20060101,,N
M19,L7900,Male vacuum erection system,19970101,20160101,,N
M19,L7902,"Tension ring, for vacuum erection device, any type, replacement only, each",20130101,20160101,,N
M19,L8000,"Breast prosthesis, mastectomy bra, without integrated breast prosthesis form, any size, any type",19860101,20130101,,N
M19,L8001,"Breast prosthesis, mastectomy bra, with integrated breast prosthesis form, unilateral, any size, any type",20020101,20130101,,N
M19,L8002,"Breast prosthesis, mastectomy bra, with integrated breast prosthesis form, bilateral, any size, any type",20020101,20130101,,N
M19,L8010,"Breast prosthesis, mastectomy sleeve",19860101,20050401,,N
M19,L8015,"External breast prosthesis garment, with mastectomy form, post mastectomy",19990101,19990101,,N
M19,L8020,"Breast prosthesis, mastectomy form",19860101,19960101,,N
M19,L8030,"Breast prosthesis, silicone or equal, without integral adhesive",19890101,20100101,,N
M19,L8031,"Breast prosthesis, silicone or equal, with integral adhesive",20100101,20100101,,N
M19,L8032,"Nipple prosthesis, reusable, any type, each",20100101,20100101,,N
M19,L8035,"Custom breast prosthesis, post mastectomy, molded to patient model",19990101,19990101,,N
M19,L8039,"Breast prosthesis, not otherwise specified",19980101,19980101,,N
M19,L8040,"Nasal prosthesis, provided by a non-physician",20010101,20010101,,N
M19,L8041,"Midfacial prosthesis, provided by a non-physician",20010101,20010101,,N
M19,L8042,"Orbital prosthesis, provided by a non-physician",20010101,20010101,,N
M19,L8043,"Upper facial prosthesis, provided by a non-physician",20010101,20010101,,N
M19,L8044,"Hemi-facial prosthesis, provided by a non-physician",20010101,20010101,,N
M19,L8045,"Auricular prosthesis, provided by a non-physician",20010101,20010101,,N
M19,L8046,"Partial facial prosthesis, provided by a non-physician",20010101,20010101,,N
M19,L8047,"Nasal septal prosthesis, provided by a non-physician",20010101,20010101,,N
M19,L8048,"Unspecified maxillofacial prosthesis, by report, provided by a non-physician",20010101,20010101,,N
M19,L8049,"Repair or modification of maxillofacial prosthesis, labor component, 15 minute increments, provided by a non-physician",20010101,20010101,,N
M19,L8300,"Truss, single with standard pad",19860101,19960101,,N
M19,L8310,"Truss, double with standard pads",19860101,19960101,,N
M19,L8320,"Truss, addition to standard pad, water pad",19860101,19960101,,N
M19,L8330,"Truss, addition to standard pad, scrotal pad",19860101,19960101,,N
M19,L8400,"Prosthetic sheath, below knee, each",19820101,19960101,,N
M19,L8410,"Prosthetic sheath, above knee, each",19820101,19960101,,N
M19,L8415,"Prosthetic sheath, upper limb, each",19880101,19960101,,N
M19,L8417,"Prosthetic sheath/sock, including a gel cushion layer, below knee or above knee, each",19970101,19970101,,N
M19,L8420,"Prosthetic sock, multiple ply, below knee, each",19820101,19990101,,N
M19,L8430,"Prosthetic sock, multiple ply, above knee, each",19820101,19990101,,N
M19,L8435,"Prosthetic sock, multiple ply, upper limb, each",19880101,20000101,,N
M19,L8440,"Prosthetic shrinker, below knee, each",19820101,19960101,,N
M19,L8460,"Prosthetic shrinker, above knee, each",19820101,19960101,,N
M19,L8465,"Prosthetic shrinker, upper limb, each",19880101,19960101,,N
M19,L8470,"Prosthetic sock, single ply, fitting, below knee, each",19820101,19990101,,N
M19,L8480,"Prosthetic sock, single ply, fitting, above knee, each",19820101,19990101,,N
M19,L8485,"Prosthetic sock, single ply, fitting, upper limb, each",19940101,19990101,,N
M19,L8499,Unlisted procedure for miscellaneous prosthetic services,19820101,20020101,,N
M19,L8500,"Artificial larynx, any type",19900101,19960101,,N
M19,L8501,Tracheostomy speaking valve,19900101,19960101,,N
M19,L8505,"Artificial larynx replacement battery / accessory, any type",20020101,20020101,,N
M19,L8507,"Tracheo-esophageal voice prosthesis, patient inserted, any type, each",20020101,20020101,,N
M19,L8509,"Tracheo-esophageal voice prosthesis, inserted by a licensed health care provider, any type",20020101,20020101,,N
M19,L8510,Voice amplifier,20020101,20020101,,N
M19,L8511,"Insert for indwelling tracheoesophageal prosthesis, with or without valve, replacement only, each",20040101,20040101,,N
M19,L8512,"Gelatin capsules or equivalent, for use with tracheoesophageal voice prosthesis, replacement only, per 10",20040101,20040101,,N
M19,L8513,"Cleaning device used with tracheoesophageal voice prosthesis, pipet, brush, or equal, replacement only, each",20040101,20040101,,N
M19,L8514,"Tracheoesophageal puncture dilator, replacement only, each",20040101,20040101,,N
M19,L8515,"Gelatin capsule, application device for use with tracheoesophageal voice prosthesis, each",20050101,20050101,,N
M19,L8600,"Implantable breast prosthesis, silicone or equal",19920101,19971001,,N
M19,L8603,"Injectable bulking agent, collagen implant, urinary tract, 2.5 ml syringe, includes shipping and necessary supplies",19950101,20010101,,N
M19,L8604,"Injectable bulking agent, dextranomer/hyaluronic acid copolymer implant, urinary tract, 1 ml, includes shipping and necessary supplies",20090101,20090101,,N
M19,L8605,"Injectable bulking agent, dextranomer/hyaluronic acid copolymer implant, anal canal, 1 ml, includes shipping and necessary supplies",20130101,20130101,,N
M19,L8606,"Injectable bulking agent, synthetic implant, urinary tract, 1 ml syringe, includes shipping and necessary supplies",20010101,20010101,,N
M19,L8607,"Injectable bulking agent for vocal cord medialization, 0.1 ml, includes shipping and necessary supplies",20160101,20160101,,N
M19,L8609,Artificial cornea,20060101,20060101,,N
M19,L8610,Ocular implant,19920101,19971001,,N
M19,L8612,Aqueous shunt,19920101,19971001,,N
M19,L8613,Ossicula implant,19920101,19971001,,N
M19,L8614,"Cochlear device, includes all internal and external components",19920101,20070101,,N
M19,L8615,"Headset/headpiece for use with cochlear implant device, replacement",20050101,20050101,,N
M19,L8616,"Microphone for use with cochlear implant device, replacement",20050101,20050101,,N
M19,L8617,"Transmitting coil for use with cochlear implant device, replacement",20050101,20050101,,N
M19,L8618,"Transmitter cable for use with cochlear implant device, replacement",20050101,20050101,,N
M19,L8619,"Cochlear implant, external speech processor and controller, integrated system, replacement",19960101,20100101,,N
M19,L8621,"Zinc air battery for use with cochlear implant device and auditory osseointegrated sound processors, replacement, each",20050101,20160101,,N
M19,L8622,"Alkaline battery for use with cochlear implant device, any size, replacement, each",20050101,20050101,,N
M19,L8623,"Lithium ion battery for use with cochlear implant device speech processor, other than ear level, replacement, each",20060101,20060101,,N
M19,L8624,"Lithium ion battery for use with cochlear implant device speech processor, ear level, replacement, each",20060101,20060101,,N
M19,L8627,"Cochlear implant, external speech processor, component, replacement",20100101,20100101,,N
M19,L8628,"Cochlear implant, external controller component, replacement",20100101,20100101,,N
M19,L8629,"Transmitting coil and cable, integrated, for use with cochlear implant device, replacement",20100101,20100101,,N
M19,L8630,Metacarpophalangeal joint implant,19920101,19971001,,N
M19,L8631,"Metacarpal phalangeal joint replacement, two or more pieces, metal (e.g., stainless steel or cobalt chrome), ceramic-like material (e.g., pyrocarbon), for surgical implantation (all sizes, includes entire system)",20040101,20040101,,N
M19,L8641,Metatarsal joint implant,19920101,19971001,,N
M19,L8642,Hallux implant,19920101,19971001,,N
M19,L8658,"Interphalangeal joint spacer, silicone or equal, each",19920101,20040101,,N
M19,L8659,"Interphalangeal finger joint replacement, 2 or more pieces, metal (e.g., stainless steel or cobalt chrome), ceramic-like material (e.g., pyrocarbon) for surgical implantation, any size",20040101,20040101,,N
M19,L8670,"Vascular graft material, synthetic, implant",19920101,19971001,,N
M19,L8679,"Implantable neurostimulator, pulse generator, any type",20140101,20140101,,N
M19,L8680,"Implantable neurostimulator electrode, each",20060101,20140401,,N
M19,L8681,"Patient programmer (external) for use with implantable programmable neurostimulator pulse generator, replacement only",20060101,20090101,,N
M19,L8682,Implantable neurostimulator radiofrequency receiver,20060101,20060101,,N
M19,L8683,Radiofrequency transmitter (external) for use with implantable neurostimulator radiofrequency receiver,20060101,20060101,,N
M19,L8684,"Radiofrequency transmitter (external) for use with implantable sacral root neurostimulator receiver for bowel and bladder management, replacement",20060101,20060101,,N
M19,L8685,"Implantable neurostimulator pulse generator, single array, rechargeable, includes extension",20060101,20140101,,N
M19,L8686,"Implantable neurostimulator pulse generator, single array, non-rechargeable, includes extension",20060101,20140101,,N
M19,L8687,"Implantable neurostimulator pulse generator, dual array, rechargeable, includes extension",20060101,20140101,,N
M19,L8688,"Implantable neurostimulator pulse generator, dual array, non-rechargeable, includes extension",20060101,20140101,,N
M19,L8689,"External recharging system for battery (internal) for use with implantable neurostimulator, replacement only",20060101,20090101,,N
M19,L8690,"Auditory osseointegrated device, includes all internal and external components",20070101,20070101,,N
M19,L8691,"Auditory osseointegrated device, external sound processor, replacement",20070101,20100101,,N
M19,L8692,"Auditory osseointegrated device, external sound processor, used without osseointegration, body worn, includes headband or other means of external attachment",20100101,20100101,,N
M19,L8693,"Auditory osseointegrated device abutment, any length, replacement only",20110101,20110101,,N
M19,L8695,"External recharging system for battery (external) for use with implantable neurostimulator, replacement only",20070101,20090101,,N
M19,L8696,"Antenna (external) for use with implantable diaphragmatic/phrenic nerve stimulation device, replacement, each",20150101,20150101,,N
M19,L8699,"Prosthetic implant, not otherwise specified",19980101,19980101,,N
M19,L9900,"Orthotic and prosthetic supply, accessory, and/or service component of another hcpcs ""l"" code",20000101,20000101,,N
M26,M0064,Brief office visit for the sole purpose of monitoring or changing drug prescriptions used in the treatment of mental psychoneurotic and personality disorders,19920101,20150101,20141231,N
M26,M0075,Cellular therapy,19860101,19960101,,N
M26,M0076,Prolotherapy,19860101,19960101,,N
M26,M0100,Intragastric hypothermia using gastric freezing,19860101,20040101,,N
M26,M0300,Iv chelation therapy (chemical endarterectomy),19860101,19960101,,N
M26,M0301,Fabric wrapping of abdominal aneurysm,19860101,20040101,,N
PL8,P2028,"Cephalin floculation, blood",19860101,19900101,,N
PL8,P2029,"Congo red, blood",19860101,19900101,,N
PL17,P2031,Hair analysis (excluding arsenic),19860101,19890101,,N
PL8,P2033,"Thymol turbidity, blood",19860101,19900101,,N
PL8,P2038,"Mucoprotein, blood (seromucoid) (medical necessity procedure)",19860101,19930101,,N
PL13,P3000,"Screening papanicolaou smear, cervical or vaginal, up to three smears, by technician under physician supervision",19920101,19950101,,N
PL13,P3001,"Screening papanicolaou smear, cervical or vaginal, up to three smears, requiring interpretation by physician",19920101,20020101,,N
PL6,P7001,"Culture, bacterial, urine; quantitative, sensitivity study",19860101,19960101,,N
PL8,P9010,"Blood (whole), for transfusion, per unit",19870101,19870101,,N
PL8,P9011,"Blood, split unit",19870101,20070101,,N
PL8,P9012,"Cryoprecipitate, each unit",19870101,20010101,,N
PL8,P9016,"Red blood cells, leukocytes reduced, each unit",19870101,20010101,,N
PL8,P9017,"Fresh frozen plasma (single donor), frozen within 8 hours of collection, each unit",19870101,20040101,,N
PL8,P9019,"Platelets, each unit",19870101,20010101,,N
PL8,P9020,"Platelet rich plasma, each unit",19870101,20010101,,N
PL8,P9021,"Red blood cells, each unit",19870101,20010101,,N
PL8,P9022,"Red blood cells, washed, each unit",19870101,19870101,,N
PL8,P9023,"Plasma, pooled multiple donor, solvent/detergent treated, frozen, each unit",20000101,20010101,,N
PL8,P9031,"Platelets, leukocytes reduced, each unit",20010101,20010101,,N
PL8,P9032,"Platelets, irradiated, each unit",20010101,20010101,,N
PL8,P9033,"Platelets, leukocytes reduced, irradiated, each unit",20010101,20010101,,N
PL8,P9034,"Platelets, pheresis, each unit",20010101,20010101,,N
PL8,P9035,"Platelets, pheresis, leukocytes reduced, each unit",20010101,20010101,,N
PL8,P9036,"Platelets, pheresis, irradiated, each unit",20010101,20010101,,N
PL8,P9037,"Platelets, pheresis, leukocytes reduced, irradiated, each unit",20010101,20010101,,N
PL8,P9038,"Red blood cells, irradiated, each unit",20010101,20010101,,N
PL8,P9039,"Red blood cells, deglycerolized, each unit",20010101,20010101,,N
PL8,P9040,"Red blood cells, leukocytes reduced, irradiated, each unit",20010101,20010101,,N
PL8,P9041,"Infusion, albumin (human), 5%, 50 ml",20010101,20010101,,N
PL8,P9043,"Infusion, plasma protein fraction (human), 5%, 50 ml",20010101,20010101,,N
PL8,P9044,"Plasma, cryoprecipitate reduced, each unit",20010101,20010101,,N
PL8,P9045,"Infusion, albumin (human), 5%, 250 ml",20020101,20020101,,N
PL8,P9046,"Infusion, albumin (human), 25%, 20 ml",20020101,20020101,,N
PL8,P9047,"Infusion, albumin (human), 25%, 50 ml",20020101,20020101,,N
PL8,P9048,"Infusion, plasma protein fraction (human), 5%, 250 ml",20020101,20020101,,N
PL8,P9050,"Granulocytes, pheresis, each unit",20020101,20020101,,N
PL8,P9051,"Whole blood or red blood cells, leukocytes reduced, cmv-negative, each unit",20040101,20040101,,N
PL8,P9052,"Platelets, hla-matched leukocytes reduced, apheresis/pheresis, each unit",20040101,20040101,,N
PL8,P9053,"Platelets, pheresis, leukocytes reduced, cmv-negative, irradiated, each unit",20040101,20040101,,N
PL8,P9054,"Whole blood or red blood cells, leukocytes reduced, frozen, deglycerol, washed, each unit",20040101,20040101,,N
PL8,P9055,"Platelets, leukocytes reduced, cmv-negative, apheresis/pheresis, each unit",20040101,20040101,,N
PL8,P9056,"Whole blood, leukocytes reduced, irradiated, each unit",20040101,20040101,,N
PL8,P9057,"Red blood cells, frozen/deglycerolized/washed, leukocytes reduced, irradiated, each unit",20040101,20040101,,N
PL8,P9058,"Red blood cells, leukocytes reduced, cmv-negative, irradiated, each unit",20040101,20040101,,N
PL8,P9059,"Fresh frozen plasma between 8-24 hours of collection, each unit",20040101,20040101,,N
PL8,P9060,"Fresh frozen plasma, donor retested, each unit",20040101,20040101,,N
PL8,P9070,"Plasma, pooled multiple donor, pathogen reduced, frozen, each unit",20160101,20160101,,N
PL8,P9071,"Plasma (single donor), pathogen reduced, frozen, each unit",20160101,20160101,,N
PL8,P9072,"Platelets, pheresis, pathogen reduced or rapid bacterial tested, each unit",20160101,20170101,,C
T2,P9603,Travel allowance one way in connection with medically necessary laboratory specimen collection drawn from home bound or nursing home bound patient; prorated miles actually travelled,19870101,19920101,,N
T2,P9604,Travel allowance one way in connection with medically necessary laboratory specimen collection drawn from home bound or nursing home bound patient; prorated trip charge,19870101,19920101,,N
,P9612,"Catheterization for collection of specimen, single patient, all places of service",19990101,20140101,,N
,P9615,Catheterization for collection of specimen(s) (multiple patients),19850101,20140101,,N
,Q0035,Cardiokymography,19890101,19910101,,N
,Q0081,"Infusion therapy, using other than chemotherapeutic drugs, per visit",19920101,19960101,,N
,Q0083,"Chemotherapy administration by other than infusion technique only (e.g., subcutaneous, intramuscular, push), per visit",19920101,19960101,,N
,Q0084,"Chemotherapy administration by infusion technique only, per visit",19920101,19960101,,N
,Q0085,"Chemotherapy administration by both infusion technique and other technique(s) (e.g., subcutaneous, intramuscular, push), per visit",19920101,19960101,,N
,Q0090,"Levonorgestrel-releasing intrauterine contraceptive system, (skyla), 13.5 mg",20130701,20140101,20131231,N
,Q0091,"Screening papanicolaou smear; obtaining, preparing and conveyance of cervical or vaginal smear to laboratory",19920101,19960701,,N
R1,Q0092,Set-up portable x-ray equipment,19930101,19960101,,N
,Q0111,"Wet mounts, including preparations of vaginal, cervical or skin specimens",19940101,19940101,,N
,Q0112,All potassium hydroxide (koh) preparations,19940101,19940101,,N
,Q0113,Pinworm examinations,19940101,19940101,,N
,Q0114,Fern test,19940101,19940101,,N
,Q0115,"Post-coital direct, qualitative examinations of vaginal or cervical mucous",19940101,19940101,,N
